,id,atm_group,address,address_rus,lat,long,target,area_fias_id,area_with_type,city_with_type,city_fias_id,federal_district,capital_marker,fias_id,fias_level,region_with_type,region_fias_id,settlement_with_type,settlement_fias_id,street_with_type,street_fias_id,city_lat,city_lon,region_lat,region_lon,street_lat,street_lon,city_area,city_district_fias_id,city_district_with_type,area_lat,area_lon,settlement_lat,settlement_lon,metro_station_name_1,metro_line_name_1,metro_distance_1,metro_station_name_2,metro_line_name_2,metro_distance_2,metro_station_name_3,metro_line_name_3,metro_distance_3,street,house_fias_id,house,metro
2499,4405,8083,Bagrationovskiy Pr.7   Moskva         ,"Багратионовский проезд, 7к3, Москва, Россия, 121087",55.74149,37.504043,0.122750272617658,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,fcbc12a5-236c-4662-9d0d-cd66e0b3ad85,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,Багратионовский пр-д,567988a9-7b26-4d0d-871d-3c6dcdeae169,55.75396,37.620393,55.75396,37.620393,55.744667,37.508382,Западный,,р-н Филевский парк,,,,,Багратионовская,Филёвская,0.5,Фили,Белорусско-Савеловский,0.8,Парк Победы,Солнцевская,0.9,Багратионовский,fcbc12a5-236c-4662-9d0d-cd66e0b3ad85,7,0.5
2500,4406,8083,"MELNIKOVA, 53A         Tobolsk        ","улица Мельникова, Тобольск, Тюменская область, Россия",58.222458,68.282104,0.179707108598292,,,г Тобольск,6d7c3e9e-8d6d-490a-a650-8257dbf5ec36,Уральский,0,b3bd4f1b-81f1-47ee-98ff-05e3ff1e7caa,8,Тюменская обл,54049357-326d-4b8f-b224-3c6dc25d6dd3,мкр 8,c58b3952-49c2-45c3-870f-35ac1402d027,,,58.201698,68.253762,,,,,,,,,,58.225169,68.281735,,,,,,,,,,,b3bd4f1b-81f1-47ee-98ff-05e3ff1e7caa,9а,
5006,4408,8083,"LENINGRADSKIY PR., 55  Moskva         ","Ленинградский проспект, 55, Москва, Россия, 125167",55.801369,37.525612,0.135818176646111,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,6ac7d73b-adbb-4d5f-a8ef-9b56fa98d90f,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,Ленинградский пр-кт,9c3e9392-0324-4d21-9cf5-70076f1b5e15,55.75396,37.620393,55.75396,37.620393,55.794285,37.545635,Северный,,,,,,,Аэропорт,Замоскворецкая,0.3,Сокол,Замоскворецкая,0.8,Красный Балтиец,Курско-Рижский,1.6,Ленинградский,6ac7d73b-adbb-4d5f-a8ef-9b56fa98d90f,55,0.3
3755,4411,8083,"KARLA MARKSA, 172      Magnitogorsk   ","проспект Карла Маркса, 172, Магнитогорск, Челябинская область, Россия, 455049",53.37844,58.976384,0.0788615265468167,,,г Магнитогорск,988157bf-d6d5-4c2a-80ec-4ad531eea056,Уральский,0,eaedc2c0-8063-486e-aa08-0e97bf6edbb6,8,Челябинская обл,27eb7c10-a234-44da-a59c-8b1f864966de,,,пр-кт Карла Маркса,547be420-31f3-47cf-b4e2-195e8d2ca3c3,53.407211,58.979186,,,53.392866,58.978306,,,,,,,,,,,,,,,,,Карла Маркса,eaedc2c0-8063-486e-aa08-0e97bf6edbb6,172,
1245,4412,8083,ALTYF. SH. 22          Moskva         ,"г Москва, ш Алтуфьевское, д 22",55.8592314,37.5856278,0.192046276894434,,,,,Центральный,0,814ca1d1-f1ef-41ef-9bb8-cc0a6a6efccd,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ш Алтуфьевское,ce8a1642-033f-4555-bfb0-b3c2db831d0a,,,,,,,Северо-восточный,,р-н Отрадное,,,,,,,,,,,,,,Алтуфьевское,814ca1d1-f1ef-41ef-9bb8-cc0a6a6efccd,22,1
1246,4414,8083,"LENINA, 8              Kozhevnikovo   ","улица Ленина, 8, село Кожевниково, Кожевниковский район, Томская область, Россия, 636161",56.259918,83.973776,0.176755209559121,639aaff9-48a9-4c05-8c06-94823c6113b3,Кожевниковский р-н,,,Сибирский,1,d3e43d72-ff1a-4e13-b0ad-d494fca216ff,8,Томская обл,889b1f3a-98aa-40fc-9d3d-0f41192758ab,село Кожевниково,0930cd3d-aec0-4de4-ba48-1cd9212a6726,ул Ленина,26e52e9f-feaa-4109-bf96-7ce1287d3dda,,,,,56.257578,83.965961,,,,,,56.259493,83.968853,,,,,,,,,,Ленина,d3e43d72-ff1a-4e13-b0ad-d494fca216ff,8,
2501,4415,8083,"SVOBODNYY, 82          Krasnoyarsk    ","Свободная улица, микрорайон Энергетики, Ленинский район, Красноярск, Россия",56.001831,93.029207,0.0726701345891497,,,г Красноярск,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,Сибирский,2,56ae01d0-2f74-4dea-b160-79c033557006,8,Красноярский край,db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1,,,ул Свободная,020db32f-883b-46c5-a123-5d7c1d4a25be,56.009477,92.852449,,,56.001831,93.029207,,,Ленинский р-н,,,,,,,,,,,,,,Свободная,56ae01d0-2f74-4dea-b160-79c033557006,10,
5007,4416,8083,"LENINA, 220            YUzhno-Sakhalin","улица Ленина, 220, Южно-Сахалинск, Сахалинская область, Россия, 693020",46.958669,142.729246,0.151473205098893,,,г Южно-Сахалинск,44388ad0-06aa-49b0-bbf9-1704629d1d68,Дальневосточный,2,3e70eb20-6b0e-41be-98e3-acf332575628,8,Сахалинская обл,aea6280f-4648-460f-b8be-c2bc18923191,,,ул Ленина,0fe822f8-a30f-4b41-9fab-dbdffab3d8bc,46.959179,142.738041,,,46.957728,142.729525,,,,,,,,,,,,,,,,,Ленина,3e70eb20-6b0e-41be-98e3-acf332575628,220,
1247,4418,8083,"MKRN. SOLNECHNYY, 11A  Topki          ","микрорайон Солнечный, 11А, Топки, Кемеровская область, Россия",55.281446,85.645837,0.0500202744630872,50229ef5-a9db-4fac-8a43-026f5aa3bf72,Топкинский р-н,г Топки,5a6d8be0-aa32-4344-9a4d-89fdb4c94ae8,Сибирский,1,fe52f017-1f13-411f-931e-246162eee018,8,Кемеровская область - Кузбасс,393aeccb-89ef-4a7e-ae42-08d5cebc2e30,,,Солнечный мкр,783d316c-241b-4a39-8186-857e0bc5b64c,55.276508,85.615223,,,55.278964,85.645469,,,,,,,,,,,,,,,,,Солнечный,fe52f017-1f13-411f-931e-246162eee018,11,
2502,4419,8083,"Kominterna, 139        Nizhniy Novgoro","улица Коминтерна, 139, Нижний Новгород, Россия, 603003",56.353754,43.867233,0.164022335945422,,,г Нижний Новгород,555e7d61-d9a7-4ba6-9770-6caa8198c483,Приволжский,2,84893b20-b2fd-4e7f-9bc8-fa4ccb4f2f07,8,Нижегородская обл,88cd27e2-6a8a-4421-9718-719a28a0a088,,,ул Коминтерна,719a8016-d293-4bc3-8e2e-d5d607a5fbdf,56.324133,44.005299,,,56.345145,43.872658,,,,,,,,Буревестник,Сормовско-Мещерская,2.7,Бурнаковская,Сормовско-Мещерская,4.2,,,,Коминтерна,84893b20-b2fd-4e7f-9bc8-fa4ccb4f2f07,139,2.7
2503,4420,8083,"im V.I.Lenina pr, 54b  Volgograd      ","проспект имени В.И. Ленина, 54, Волгоград, Россия, 400005",48.7244118,44.5382767,0.0887779679901663,,,г Волгоград,a52b7389-0cfe-46fb-ae15-298652a64cf8,Южный,2,78cb6865-fadc-4233-b26b-dba107103982,8,Волгоградская обл,da051ec8-da2e-4a66-b542-473b8d221ab4,,,пр-кт им. В.И. Ленина,725a6f24-4a06-4eb1-a277-8ccd42fc12da,48.707103,44.516939,,,,,,,,,,,,,,,,,,,,,им. В.И. Ленина,78cb6865-fadc-4233-b26b-dba107103982,54,
6257,4421,8083,"STROITELEY, 43         Novokuznetsk   ","проспект Строителей, 43, Новокузнецк, Кемеровская область, Россия, 654005",53.769459,87.117251,0.0622201555103255,,,г Новокузнецк,b28b6f6f-1435-444e-95a6-68c499b0d27a,Сибирский,0,5fe276fd-41fe-49c8-8980-8f00e301ce17,8,Кемеровская область - Кузбасс,393aeccb-89ef-4a7e-ae42-08d5cebc2e30,р-н Центральный,142efd69-dd5c-4fcb-b117-deb29280ff7b,пр-кт Строителей,bec4b1a7-44a6-4d5f-a104-4e2c718f8ce7,53.794309,87.2143226,,,53.769529,87.11796,,,Центральный р-н,,,53.781608,87.09924,,,,,,,,,,Строителей,5fe276fd-41fe-49c8-8980-8f00e301ce17,43,
6258,4422,8083,"Rublevskoye sh, 62     Moskva         ","Рублёвское шоссе, 62, Москва, Россия, 121609",55.766212,37.380875,0.108743476399924,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,c6f7f1d5-2802-45f4-bbcd-bbde543ae365,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,Рублёвское шоссе,8b9b12cb-1812-4239-a445-cd0128459a71,55.75396,37.620393,55.75396,37.620393,55.746978,37.417886,Западный,,,,,,,Крылатское,Арбатско-Покровская,2,Молодёжная,Арбатско-Покровская,3.5,Строгино,Арбатско-Покровская,4.4,Рублёвское,c6f7f1d5-2802-45f4-bbcd-bbde543ae365,62,2
1248,4423,8083,"PR. LENINA, 59A        Kemerovo       ","проспект Ленина, 59А, Кемерово, Россия, 650066",55.343516,86.095478,0.132655947608661,,,г Кемерово,94bb19a3-c1fa-410b-8651-ac1bf7c050cd,Сибирский,2,a550b175-2e13-4535-8563-5911736e1df6,8,Кемеровская область - Кузбасс,393aeccb-89ef-4a7e-ae42-08d5cebc2e30,,,пр-кт Ленина,363ced92-346f-49a7-bd9d-6d5fb2ca4f73,55.390992,86.046827,,,55.344838,86.120247,,,,,,,,,,,,,,,,,Ленина,a550b175-2e13-4535-8563-5911736e1df6,59а,
1249,4424,8083,"Nekrasova, 31          Abakan         ","улица Некрасова, 31А, Абакан, Республика Хакасия, Россия, 655004",53.724593,91.421825,0.172832600197553,,,г Абакан,42a02e11-a337-4d50-8596-fc76dae7c62a,Сибирский,2,e6477817-6d67-4694-851f-4cb6ea08f0ad,7,Респ Хакасия,8d3f1d35-f0f4-41b5-b5b7-e7cadf3e7bd7,,,ул Некрасова,e6477817-6d67-4694-851f-4cb6ea08f0ad,53.722356,91.443699,,,53.724519,91.423253,,,,,,,,,,,,,,,,,Некрасова,,,
6259,4426,8083,"EFANOVA, 22            Zyryanskoye    ","улица Ефанова, 22, село Зырянское, Зырянский район, Томская область, Россия",56.838223,86.640829,0.148938147572444,9e3d4605-701e-4733-b6ed-1d03a2b5d4fe,Зырянский р-н,,,Сибирский,1,bb6e639d-6304-44aa-886d-ccf36e011024,8,Томская обл,889b1f3a-98aa-40fc-9d3d-0f41192758ab,село Зырянское,20e74a0c-3c75-4923-b793-54e2989a7db5,ул Ефанова,01c7c9d1-3cb1-48c9-b525-26cc03807121,,,,,56.838794,86.639024,,,,,,56.829064,86.625504,,,,,,,,,,Ефанова,bb6e639d-6304-44aa-886d-ccf36e011024,22,
2504,4428,8083,"KALININA, 51           Melnikovo      ","улица Калинина, 51, село Мельниково, Шегарский район, Томская область, Россия",56.555823,84.086838,0.118182776040182,c88c24c2-5b00-4202-90ea-97d6f50672dd,Шегарский р-н,,,Сибирский,1,38351882-57ec-49b7-8568-badfba4e7d17,8,Томская обл,889b1f3a-98aa-40fc-9d3d-0f41192758ab,село Мельниково,28be7d1c-4b3a-4752-a690-7f0b34d0756f,ул Калинина,589b449b-e320-47ae-a4f0-6ee69f47edd9,,,,,56.55613,84.086191,,,,,,56.556205,84.079849,,,,,,,,,,Калинина,38351882-57ec-49b7-8568-badfba4e7d17,51,
6260,4429,8083,"OMMUNISTICHESKAYA,10A  Kizhinga       ","Коммунистическая улица, 10А, село Кижинга, Кижингинский район, Республика Бурятия, Россия, 671450",51.848725,109.905102,0.0899190461137906,d142ee10-5d45-4de9-87e6-74b3aa7fe178,Кижингинский р-н,,,Дальневосточный,1,11b0c685-76e2-4b51-87ff-f564ce0c8b39,8,Респ Бурятия,a84ebed3-153d-4ba9-8532-8bdf879e1f5a,село Кижинга,bb6135bd-2f4f-484f-b7a4-2edee4376ec2,ул Коммунистическая,bc27219e-5b5c-4b4a-8b2f-59f6488f39c4,,,,,51.853065,109.915567,,,,,,51.848581,109.906485,,,,,,,,,,Коммунистическая,11b0c685-76e2-4b51-87ff-f564ce0c8b39,10а,
5008,4430,8083,"TSentralnaya, 19       Berezovka      ","Центральная улица, село Березовка, Майнский район, Ульяновская область, Россия",54.0522144,47.6211205,0.184538793628734,357909d8-3934-4057-8ab4-f56e7bb5b9a3,Майнский р-н,,,Приволжский,0,cc80a6d5-2424-4826-9615-ff5cf3775415,7,Ульяновская обл,fee76045-fe22-43a4-ad58-ad99e903bd58,с Березовка,85e358eb-5de9-4455-ac54-fe5b481791fc,ул Центральная,cc80a6d5-2424-4826-9615-ff5cf3775415,,,,,,,,,,,,54.052248,47.621202,,,,,,,,,,Центральная,,,
1250,4431,8083,"SVETLANSKAYA, 46       Vladivostok    ","Светланская улица, 46, Владивосток, Приморский край, Россия, 690091",43.11472,131.890138,0.0280394561814713,,,г Владивосток,7b6de6a5-86d0-4735-b11a-499081111af8,Дальневосточный,2,25e99de4-62aa-4427-8160-260865da7c1d,8,Приморский край,43909681-d6e1-432d-b61f-ddac393cb5da,,,ул Светланская,68b6062c-d906-4000-8d6a-01fd5bd7699b,43.116391,131.882421,,,43.115319,131.906936,,,,,,,,,,,,,,,,,Светланская,25e99de4-62aa-4427-8160-260865da7c1d,46,
3756,4432,8083,"EKIPAZHNAYA, 8         Vladivostok    ","Экипажная улица, 8, Владивосток, Приморский край, Россия, 690001",43.111877,131.919863,0.0677162379613662,,,г Владивосток,7b6de6a5-86d0-4735-b11a-499081111af8,Дальневосточный,2,efa9b06d-d55f-4784-bf04-7b269d77f5ae,8,Приморский край,43909681-d6e1-432d-b61f-ddac393cb5da,,,ул Экипажная,64734e66-4d7c-4dab-bbf7-36929c62e548,43.116391,131.882421,,,43.111028,131.919648,,,Ленинский р-н,,,,,,,,,,,,,,Экипажная,efa9b06d-d55f-4784-bf04-7b269d77f5ae,8,
1251,4433,8083,KORABELNAYA NAB.15A    Vladivostok    ,"улица Корабельная Набережная, 17А, Владивосток, Приморский край, Россия",43.113226,131.894701,0.0892101511678425,,,г Владивосток,7b6de6a5-86d0-4735-b11a-499081111af8,Дальневосточный,2,fa168ef6-f064-4ee5-aab3-729941bb97ec,8,Приморский край,43909681-d6e1-432d-b61f-ddac393cb5da,,,ул Корабельная Набережная,e2047cbf-5bfc-45ea-8769-b498d0e1f85e,43.116391,131.882421,,,43.112982,131.891746,,,Ленинский р-н,,,,,,,,,,,,,,Корабельная Набережная,fa168ef6-f064-4ee5-aab3-729941bb97ec,17А,
1252,4434,8083,"FADEEVA, 47A           Vladivostok    ","улица Фадеева, 47А, Владивосток, Приморский край, Россия, 690034",43.109277,131.978532,0.154753862095218,,,г Владивосток,7b6de6a5-86d0-4735-b11a-499081111af8,Дальневосточный,2,737edd67-69aa-4b54-89c2-25c4ca81f21f,8,Приморский край,43909681-d6e1-432d-b61f-ddac393cb5da,,,ул Фадеева,71328d82-4b39-45b4-bc27-8999f393f1dd,43.116391,131.882421,,,43.099897,131.960853,,,Ленинский р-н,,,,,,,,,,,,,,Фадеева,737edd67-69aa-4b54-89c2-25c4ca81f21f,47А,
1280,4435,496.5,SOVETSKAYA 58             IRKUTSK     ,"Советская улица, 58, Иркутск, Россия, 664047",52.27647,104.305184,-0.0244567467433926,,,г Иркутск,8eeed222-72e7-47c3-ab3a-9a553c31cf72,Сибирский,2,a6beaa90-5467-4aa3-9c82-74a612d1c12e,8,Иркутская обл,6466c988-7ce3-45e5-8b97-90ae16cb1249,,,ул Советская,3a71a9d0-250b-4579-9cf5-f55b9d19a7a7,52.286387,104.28066,,,52.279969,104.325324,,,,,,,,,,,,,,,,,Советская,a6beaa90-5467-4aa3-9c82-74a612d1c12e,58,
1281,4437,496.5,SHILOVA 100               CHITA       ,"улица Шилова, 100, Чита, Забайкальский край, Россия, 672038",52.065593,113.497294,-0.0248337453412167,,,г Чита,2d9abaa6-85a6-4f1f-a1bd-14b76ec17d9c,Дальневосточный,2,c9332e8f-bbe5-4d95-b6ce-1d050d803e9a,8,Забайкальский край,b6ba5716-eb48-401b-8443-b197c9578734,,,ул Шилова,be3e07d7-4cd2-40a9-9245-c64d2398204e,52.033973,113.499432,,,52.063849,113.494698,,,,,,,,,,,,,,,,,Шилова,c9332e8f-bbe5-4d95-b6ce-1d050d803e9a,100,
3795,4438,496.5,"40 LET VLKSM, 14          VLADIVOSTOK ","улица 40 лет ВЛКСМ, 14, Владивосток, Приморский край, Россия, 690016",43.100634,131.940947,-0.0162233288581088,,,г Владивосток,7b6de6a5-86d0-4735-b11a-499081111af8,Дальневосточный,2,9dadbc5f-a066-4862-9647-170e0d665327,8,Приморский край,43909681-d6e1-432d-b61f-ddac393cb5da,,,ул 40 лет ВЛКСМ,5508248e-84a0-4a80-844d-64a6026410ce,43.116391,131.882421,,,43.101911,131.938881,,,Первомайский р-н,,,,,,,,,,,,,,40 лет ВЛКСМ,9dadbc5f-a066-4862-9647-170e0d665327,14,
1282,4441,496.5,KR.PARTIZAN 232           KRASNODAR   ,"улица Красных Партизан, 232, Краснодар, Россия, 350020",45.048826,38.970615,-0.0499814550227039,,,г Краснодар,7dfa745e-aa19-4688-b121-b655c11e482f,Южный,2,8e457fbd-0047-4e69-aa5b-030592d76481,8,Краснодарский край,d00e1013-16bd-4c09-b3d5-3cb09fc54bd8,,,ул Красных Партизан,ba0e3015-dd80-47cf-b2e3-aa5de67f75fe,45.040216,38.975996,,,45.057103,38.929472,,,,,,,,,,,,,,,,,Красных Партизан,8e457fbd-0047-4e69-aa5b-030592d76481,232,
3796,4444,496.5,MIRNAYA 1                 KSHENSKIY   ,"Мирная улица, 1, поселок городского типа Кшенский, Советский район, Курская область, Россия, 306600",51.838371,37.731191,-0.0754552815918825,9dd449be-ff98-4b25-90ae-f3aa1f66f1e1,Советский р-н,,,Центральный,1,755589a9-65d4-4558-9832-97ae5e1bd922,8,Курская обл,ee594d5e-30a9-40dc-b9f2-0add1be44ba1,рп Кшенский,d8c8f08f-db2d-4c68-8f47-54971c72a95d,ул Мирная,6e7528d3-a3ab-484c-a3b7-c5a05830ec8f,,,,,51.840713,37.72988,,,,,,51.846311,37.723259,,,,,,,,,,Мирная,755589a9-65d4-4558-9832-97ae5e1bd922,1,
3797,4445,496.5,STARAYA KAZACHYA 28       KOZELSK     ,"Старая Казачья улица, 28, Козельск, Калужская область, Россия, 249722",54.035462,35.794783,-0.0737964724865868,e4b94d76-ed28-4421-8c54-4b80098515da,Козельский р-н,г Козельск,adc77035-406d-4cb4-9bcc-094c89ac67fc,Центральный,1,81f376a7-5ce5-4081-a061-906f5a1ce4ca,8,Калужская обл,18133adf-90c2-438e-88c4-62c41656de70,,,ул Старая Казачья,e5ee26a5-5e01-4b3f-8b3b-e90d3ddc2dcb,54.034796,35.780778,,,54.03533,35.799706,,,,,,,,,,,,,,,,,Старая Казачья,81f376a7-5ce5-4081-a061-906f5a1ce4ca,28,
33,4446,496.5,PERVOMAYSKAYA 11          POCHEP      ,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458786,-0.072754581511643,78c621c8-0bc7-44ea-bab2-fa6da2a37d10,Почепский р-н,г Почеп,434c6101-648e-4266-8aca-bbbc80856d7a,Центральный,1,60a3c963-cbd4-4e23-b6eb-cc89543c9114,7,Брянская обл,f5807226-8be0-4ea8-91fc-39d053aec1e2,,,ул Первомайская,60a3c963-cbd4-4e23-b6eb-cc89543c9114,52.9154658,33.4744614,,,52.927838,33.455794,,,,,,,,,,,,,,,,,Первомайская,,,
34,4447,496.5,OKTYABRSKAYA 138          PRYAMITSYNO ,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.116670272901524,7fdab3ea-d4c9-43ef-beb7-7d13e1511cb4,Октябрьский р-н,,,Центральный,1,86a369d9-7275-4e3f-8690-a11bfba2f3ef,8,Курская обл,ee594d5e-30a9-40dc-b9f2-0add1be44ba1,пгт Прямицыно,7abc4ff1-5357-4ec3-90ea-ad391014e902,ул Октябрьская,428d307e-670f-46a6-b09e-538aa25cc134,,,,,51.65692,35.936366,,,,,,51.653243,35.948916,,,,,,,,,,Октябрьская,86a369d9-7275-4e3f-8690-a11bfba2f3ef,138,
3798,4449,496.5,SOVETSKAYA 45             KARACHEV    ,"Советская улица, 45, Карачев, Брянская область, Россия, 242500",53.123944,34.982796,-0.0294435979163423,4dd7d926-a0c6-4426-9f4b-96463433ef3e,Карачевский р-н,г Карачев,6f39b866-1fed-4add-aa00-e76992516660,Центральный,1,14ba40b0-42cb-4c24-a113-38ec35dabeba,8,Брянская обл,f5807226-8be0-4ea8-91fc-39d053aec1e2,,,ул Советская,cea6c15f-aba5-467c-b629-ee54d50dc9a9,53.1296456,34.9888171,,,53.124063,34.982526,,,,,,,,,,,,,,,,,Советская,14ba40b0-42cb-4c24-a113-38ec35dabeba,45,
2531,4450,496.5,CHICHERINA 93             USSURIYSK   ,"улица Чичерина, 93, Уссурийск, Приморский край, Россия, 692519",43.791638,131.9562,-0.0300090288130765,,,г Уссурийск,de7335fb-9baa-48eb-927d-0bb299b2e5bc,Дальневосточный,0,8c552e37-5eb3-437f-ac2f-60f643c17b7c,8,Приморский край,43909681-d6e1-432d-b61f-ddac393cb5da,,,ул Чичерина,94520107-458a-465a-ab0d-2c6041360c45,43.797279,131.951753,,,43.79005,131.942447,,,,,,,,,,,,,,,,,Чичерина,8c552e37-5eb3-437f-ac2f-60f643c17b7c,93,
1283,4451,496.5,KOMSOMOLSKAYA 14          VESHKAYMA   ,"Комсомольская улица, 14, рабочий посёлок Вешкайма, Вешкаймский район, Ульяновская область, Россия, 433100",54.051064,47.119933,-0.139309297223118,f06417b8-4f14-485f-90e8-5d7e4652fd75,Вешкаймский р-н,,,Приволжский,1,1e5d457f-e96d-43e8-8214-aa229add331f,8,Ульяновская обл,fee76045-fe22-43a4-ad58-ad99e903bd58,рп Вешкайма,151eb4b9-746a-4335-9ea8-1b6f4a8af122,ул Комсомольская,55c6f105-fdde-4407-a3b1-a6601ea615b2,,,,,54.050927,47.12111,,,,,,54.05118,47.120751,,,,,,,,,,Комсомольская,1e5d457f-e96d-43e8-8214-aa229add331f,14,
3799,4452,496.5,SOVETSKAYA 1              POCHINOK    ,"Советская улица, 1, Починок, Смоленская область, Россия, 216450",54.405421,32.439036,-0.0129427207317312,6829228d-ba24-45c2-af67-87972e5c5622,Починковский р-н,г Починок,323e5d97-d4d9-49b3-91ad-335b165a052a,Центральный,1,b7b7f710-207d-4816-b025-f448889783f2,8,Смоленская обл,e8502180-6d08-431b-83ea-c7038f0df905,,,ул Советская,c3142e9c-2483-4815-a60b-dcf5112a1ed1,54.406265,32.439782,,,54.408377,32.429613,,,,,,,,,,,,,,,,,Советская,b7b7f710-207d-4816-b025-f448889783f2,1,
1393,4453,1022,ABB 78 PR. POBEDY         KAZAN       ,"проспект Победы, 78, Казань, Республика Татарстан, Россия, 420140",55.763802,49.220608,-0.124137358944202,,,г Казань,93b3df57-4c89-44df-ac42-96f05e9cd3b9,Приволжский,2,1194f744-164e-44fe-b087-d3a8492488f4,8,Респ Татарстан,0c089b04-099e-4e0e-955a-6bf1ce525f1a,,,пр-кт Победы,4f13d475-0280-4600-a392-fdb5dd2330a1,55.794438,49.111451,,,55.771783,49.218937,,,,,,,,Проспект Победы,Центральная,1.7,Горки,Центральная,2,Дубравная,Центральная,2.3,Победы,1194f744-164e-44fe-b087-d3a8492488f4,78,1.7
5050,4454,496.5,LENINA 50                 PERM        ,"улица Ленина, 50, Пермь, Россия",58.011861,56.242253,0.0225076058986807,,,г Пермь,a309e4ce-2f36-4106-b1ca-53e0f48a6d95,Приволжский,2,8429c61b-873b-43a5-8dff-d6e603a504fb,8,Пермский край,4f8b1a21-e4bb-422f-9087-d3cbf4bebc14,,,ул Ленина,746fdc30-0296-4d24-b9b1-c9dddf6907f1,58.010259,56.234195,,,58.008624,56.223694,,,,,,,,,,,,,,,,,Ленина,8429c61b-873b-43a5-8dff-d6e603a504fb,50,
1284,4457,496.5,MOTORSTROITELEY 62        TUTAYEV     ,"улица Моторостроителей, 62, Тутаев, Ярославская область, Россия",57.863749,39.511499,-0.0493502713233713,871f7618-87c2-48d0-83ba-0fb05513cc65,Тутаевский р-н,г Тутаев,55aa704c-ff9b-45e6-9493-eb10890e2824,Центральный,1,5325cc6e-841a-4658-87f8-c80a0cc94e54,8,Ярославская обл,a84b2ef4-db03-474b-b552-6229e801ae9b,,,пр-кт 50-летия Победы,8373e5d7-ce8a-4ba5-8576-b74e74121dbf,57.8674846,39.536907,,,57.860604,39.523384,,,,,,,,,,,,,,,,,50-летия Победы,5325cc6e-841a-4658-87f8-c80a0cc94e54,6,
35,4458,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK ,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.145001231474755,,,г Новосибирск,8dea00e3-9aab-4d8e-887c-ef2aaa546456,Сибирский,2,a142f01f-35a9-498f-8470-ef24afc537bb,8,Новосибирская обл,1ac46b49-3209-4814-b7bf-a509ea1aecd9,,,ул Бориса Богаткова,6002fe0e-c0bb-4f7a-8553-413ff23139ad,55.028141,82.921117,,,55.029312,82.966828,,,,,,,,Золотая нива,Дзержинская,0.2,Березовая роща,Дзержинская,1.8,Маршала Покрышкина,Дзержинская,2.8,Бориса Богаткова,a142f01f-35a9-498f-8470-ef24afc537bb,248,0.2
5051,4461,496.5,SVERDLOVA 4               ISETSKOYE   ,"улица Свердлова, 4, село Исетское, Исетский район, Тюменская область, Россия, 626380",56.475916,65.329395,-0.0032773305465163,de3ac486-1416-48c3-a3fc-d6de55636a1e,Исетский р-н,,,Уральский,1,c7073afe-a108-41fa-9ae9-a20466ede8fe,8,Тюменская обл,54049357-326d-4b8f-b224-3c6dc25d6dd3,село Исетское,4a770a4f-8082-4e80-a11f-9b9927ffca23,ул Свердлова,b7c1bef7-c945-463e-9cda-a68fe57ddb58,,,,,56.477671,65.320843,,,,,,56.484685,65.323673,,,,,,,,,,Свердлова,c7073afe-a108-41fa-9ae9-a20466ede8fe,4,
5052,4462,496.5,LENINA 213                YU-SAKHALINS,"улица Ленина, 213, Южно-Сахалинск, Сахалинская область, Россия, 693020",46.954689,142.730917,0.0297628019328132,,,г Южно-Сахалинск,44388ad0-06aa-49b0-bbf9-1704629d1d68,Дальневосточный,2,95a5678d-da7a-4e92-ab80-082051b9c0c6,8,Сахалинская обл,aea6280f-4648-460f-b8be-c2bc18923191,,,ул Ленина,0fe822f8-a30f-4b41-9fab-dbdffab3d8bc,46.959179,142.738041,,,46.957728,142.729525,,,,,,,,,,,,,,,,,Ленина,95a5678d-da7a-4e92-ab80-082051b9c0c6,213,
1285,4463,496.5,GAGARINA 16               GAGARIN     ,"улица Гагарина, 16, Гагарин, Смоленская область, Россия, 215010",55.546572,34.994617,-0.110160567944237,23d70e81-cb1c-45d7-8b74-b89b67864b8c,Гагаринский р-н,г Гагарин,84f1f1f9-34a5-4a9f-9a0b-a2ce6a0fe242,Центральный,1,fc602f79-24fe-4728-b9d3-fec8b40d7018,8,Смоленская обл,e8502180-6d08-431b-83ea-c7038f0df905,,,ул Гагарина,5c6036f8-6613-4014-b309-f9c158349505,55.5525834,34.994994,,,55.556319,34.99566,,,,,,,,,,,,,,,,,Гагарина,fc602f79-24fe-4728-b9d3-fec8b40d7018,16,
